icao_code,iata_code,name,latitude,longitude
SACO, COR, AMBROSIO L V TARAVELLA,-31.324,-64.208
SACQ, N/A, N/A,0.0,0.0
SACS, N/A, N/A,0.0,0.0
SACT, N/A, CHAMICAL,-30.345,-66.294
SACV, N/A, N/A,0.0,0.0
SADD, N/A, DON TORCUATO,-34.501,-58.604
SADF, N/A, SAN FERNANDO,-34.453,-58.589
SADG, N/A, N/A,0.0,0.0
SADJ, N/A, MARIANO MORENO,-34.561,-58.789
SADL, LPG, LA PLATA,-34.972,-57.894
SADM, N/A, MORON,-34.676,-58.642
SADP, N/A, EL PALOMAR,-34.61,-58.613
SADQ, N/A, N/A,0.0,0.0
SADR, N/A, N/A,0.0,0.0
SADS, N/A, AEROCLUB ARGENTINO,-34.731,-58.599
SADZ, N/A, N/A,0.0,0.0
SAFE, N/A, N/A,0.0,0.0
SAHC, N/A, CHOS MALAL,-37.444,-70.222
SAHR, N/A, GENERAL ROCA,-39.001,-67.62
SAMA, N/A, N/A,0.0,0.0
SAMC, N/A, N/A,0.0,0.0
SAME, MDZ, EL PLUMERILLO,-32.832,-68.793
SAMH, N/A, N/A,0.0,0.0
SAMI, N/A, N/A,0.0,0.0
SAMJ, N/A, N/A,0.0,0.0
SAMM, LGS, MALARGUE,-35.484,-69.582
SAMQ, N/A, MENDOZA AEROPARQUE,-32.866,-68.872
SAMR, AFA, SAN RAFAEL,-34.588,-68.403
SAMS, N/A, N/A,0.0,0.0
SAMU, N/A, N/A,0.0,0.0
SANC, CTC, CATAMARCA,-28.596,-65.752
SANE, SDE, SANTIAGO DEL ESTERO,-27.766,-64.31
SANH, N/A, N/A,0.0,0.0
SANI, N/A, TINOGASTA,-28.038,-67.58
SANL, IRJ, LA RIOJA,-29.381,-66.796
SANM, N/A, N/A,0.0,0.0
SANO, N/A, CHILECITO,-29.224,-67.439
SANT, TUC, TENIENTE BENJAMIN MATIENZO,-26.841,-65.105
SANU, UAQ, SAN JUAN,-31.571,-68.418
SANW, N/A, N/A,0.0,0.0
SAOC, RCU, RIO CUARTO AREA DE MATERIAL,-33.086,-64.261
SAOD, VDR, VILLA DOLORES,-31.941,-65.142
SAOE, N/A, N/A,0.0,0.0
SAOL, N/A, LABOULAYE,-34.135,-63.362
SAOM, N/A, MARCOS JUAREZ,-32.684,-62.158
SAOR, N/A, VILLA REYNOLDS,-33.73,-65.387
SAOU, LUQ, SAN LUIS,-33.273,-66.356
SAPC, N/A, N/A,0.0,0.0
SARC, CNQ, CORRIENTES,-27.445,-58.762
SARE, RES, RESISTENCIA,-27.45,-59.056
SARF, FMA, FORMOSA,-26.212,-58.228
SARI, IGR, CATARATAS DEL IGUAZU,-25.738,-54.473
SARL, AOL, PASO DE LOS LIBRES,-29.689,-57.152
SARM, N/A, MONTE CASEROS,-30.272,-57.64
SARO, N/A, N/A,0.0,0.0
SARP, PSS, POSADAS,-27.386,-55.971
SARS, N/A, TERMAL,-26.756,-60.493
SASA, SLA, SALTA,-24.856,-65.486
SASJ, JUJ, JUJUY,-24.393,-65.098
SASO, ORA, ORAN,-23.153,-64.329
SASQ, N/A, LA QUIACA,-22.162,-65.57
SASR, N/A, N/A,0.0,0.0
SAST, N/A, GENERAL ENRIQUE MOSCONI TARTAGAL,-22.62,-63.794
SATC, N/A, N/A,0.0,0.0
SATD, N/A, N/A,0.0,0.0
SATG, N/A, GOYA,-29.106,-59.219
SATI, N/A, N/A,0.0,0.0
SATK, N/A, ALFEREZ ARMANDO RODRIGUEZ,-24.721,-60.549
SATM, N/A, MERCEDES,-29.223,-58.088
SATO, N/A, OBERA,-27.518,-55.124
SATR, N/A, RECONQUISTA,-29.21,-59.691
SATU, N/A, CURUZU CUATIA,-29.771,-57.979
SAVA, N/A, N/A,0.0,0.0
SAVB, EHL, EL BOLSON,-41.943,-71.532
SAVC, CRD, COMODORO RIVADAVIA,-45.785,-67.466
SAVD, EMX, EL MAITEN,-42.031,-71.17
SAVE, EQS, ESQUEL,-42.908,-71.139
SAVH, N/A, LAS HERAS,-46.538,-68.966
SAVM, N/A, N/A,0.0,0.0
SAVO, OES, N/A,0.0,0.0
SAVP, N/A, N/A,0.0,0.0
SAVQ, N/A, N/A,0.0,0.0
SAVR, ARR, N/A,0.0,0.0
SAVS, SGV, N/A,0.0,0.0
SAVT, REL, ALMIRANTE ZAR,-43.21,-65.27
SAVV, VDM, GOBERNADOR CASTELLO,-40.869,-63.0
SAVY, PMY, EL TEHUELCHE,-42.759,-65.102
SAWA, ING, LAGO ARGENTINO,-50.335,-72.248
SAWB, N/A, BASE MARAMBIO,-64.238,-56.631
SAWD, PUD, PUERTO DESEADO,-47.735,-65.904
SAWE, RGA, RIO GRANDE,-53.777,-67.749
SAWG, RGL, RIO GALLEGOS,-51.609,-69.313
SAWH, USH, USHUAIA MALVINAS ARGENTINAS,-54.843,-68.296
SAWJ, ULA, SAN JULIAN,-49.307,-67.802
SAWM, ROY, N/A,0.0,0.0
SAWP, PMQ, N/A,0.0,0.0
SAWR, GGS, N/A,0.0,0.0
SAWS, JSM, JOSE DE SAN MARTIN,-44.048,-70.459
SAWT, RYO, EL TURBIO,-51.606,-72.217
SAWU, RZA, SANTA CRUZ,-50.016,-68.579
SAXC, N/A, N/A,0.0,0.0
SAZB, BHI, COMANDANTE ESPORA,-38.725,-62.169
SAZC, N/A, CORONEL SUAREZ,-37.446,-61.889
SAZD, N/A, DOLORES,-36.32,-57.722
SAZE, N/A, N/A,0.0,0.0
SAZF, N/A, OLAVARRIA,-36.891,-60.216
SAZG, N/A, GENERAL PICO,-35.696,-63.758
SAZH, N/A, TRES ARROYOS,-38.387,-60.329
SAZI, N/A, BOLIVAR,-36.187,-61.076
SAZJ, N/A, N/A,0.0,0.0
SAZK, N/A, N/A,0.0,0.0
SAZL, N/A, SANTA TERESITA,-36.542,-56.722
SAZM, MDQ, MAR DEL PLATA,-37.934,-57.573
SAZN, NQN, PRESIDENTE PERON,-38.949,-68.156
SAZO, N/A, NECOCHEA,-38.489,-58.816
SAZP, N/A, COMODORO P ZANNI,-35.846,-61.858
SAZQ, N/A, N/A,0.0,0.0
SAZR, RSA, SANTA ROSA,-36.588,-64.275
SAZS, BRC, SAN CARLOS DE BARILOCHE,-41.151,-71.157
SAZT, TDL, TANDIL,-37.237,-59.228
SAZU, N/A, N/A,0.0,0.0
SAZV, VLG, VILLA GESELL,-37.235,-57.029
SAZW, N/A, CUTRALCO,-38.939,-69.264
SAZY, CPC, AVIADOR C CAMPOS,-40.075,-71.137
SBAA, CDJ, UNKNOWN,-8.348,-49.301
SBAF, N/A, CAMPO DELIO JARDIM DE MATTOS,-22.875,-43.384
SBAM, N/A, AMAPA,2.077,-50.862
SBAQ, AQA, ARARAQUARA,-21.812,-48.133
SBAR, AJU, SANTA MARIA,-10.984,-37.07
SBAS, N/A, ASSIS,-22.638,-50.456
SBAT, AFL, ALTA FLORESTA,-9.866,-56.106
SBAU, ARU, ARACATUBA,-21.141,-50.425
SBAV, N/A, USINA PORTO PRIMAVERA,-22.526,-52.972
SBBE, BEL, VAL DE CAES,-1.379,-48.476
SBBG, BGX, COMANDANTE GUSTAVO KRAEMER,-31.39,-54.112
SBBH, PLU, PAMPULHA,-19.852,-43.95
SBBI, BFH, BACACHERI,-25.405,-49.232
SBBQ, N/A, MAJOR BRIGADEIRO DOORGAL BORGES,-21.267,-43.761
SBBR, BSB, PRESIDENTE JUSCELINO KUBITSCHEK,-15.862,-47.913
SBBU, BAU, BAURU,-22.345,-49.054
SBBV, BVB, BOA VISTA,2.846,-60.69
SBBW, N/A, BARRA DO GARCAS,-15.861,-52.389
SBCA, CAC, CASCAVEL,-25.0,-53.501
SBCC, N/A, CACHIMBO,-9.334,-54.965
SBCF, CNF, TANCREDO NEVES,-19.634,-43.969
SBCG, CGR, CAMPO GRANDE,-20.469,-54.672
SBCH, XAP, CHAPECO,-27.134,-52.656
SBCI, CLN, CAROLINA,-7.32,-47.459
SBCL, N/A, N/A,0.0,0.0
SBCM, N/A, FORQUILHINHA,-28.726,-49.425
SBCO, N/A, CANOAS,-29.946,-51.144
SBCP, CAW, BARTOLOMEU LISANDRO,-21.698,-41.302
SBCR, CMG, CORUMBA INTERNATIONAL,-19.012,-57.673
SBCT, CWB, AFONSO PENA,-25.528,-49.176
SBCV, CRQ, CARAVELAS,-17.652,-39.253
SBCX, CXJ, CAMPO DOS BUGRES,-29.197,-51.188
SBCY, CGB, MARECHAL RONDON,-15.653,-56.117
SBCZ, CZS, CRUZEIRO DO SUL,-7.6,-72.769
SBDN, PPB, PRESIDENTE PRUDENTE,-22.175,-51.424
SBEG, MAO, EDUARDO GOMES INTERNATIONAL,-3.039,-60.05
SBEK, N/A, JACAREACANGA,-6.233,-57.777
SBEN, N/A, N/A,0.0,0.0
SBES, N/A, SAO PEDRO DA ALDEIA,-22.813,-42.093
SBET, N/A, N/A,0.0,0.0
SBFC, FRC, FRANCA,-20.592,-47.383
SBFI, IGU, CATARATAS INTERNATIONAL,-25.596,-54.487
SBFL, FLN, HERCILIO LUZ,-27.672,-48.548
SBFN, FEN, FERNANDO DE NORONHA,-3.855,-32.423
SBFT, N/A, FRONTEIRA,-20.278,-49.187
SBFU, N/A, FURNAS,-20.703,-46.335
SBFZ, FOR, PINTO MARTINS INTERNATIONAL,-3.776,-38.532
SBGA, N/A, N/A,0.0,0.0
SBGL, GIG, GALEAO ANTONIO CARLOS JOBIM,-22.809,-43.244
SBGM, N/A, GUAJARA MIRIM,-10.786,-65.285
SBGO, GYN, SANTA GENOVEVA,-16.631,-49.222
SBGP, N/A, N/A,0.0,0.0
SBGR, GRU, GUARULHOS,-23.432,-46.469
SBGS, N/A, PONTA GROSSA,-25.184,-50.144
SBGW, N/A, GUARATINGUETA,-22.791,-45.205
SBHT, ATM, ALTAMIRA,-3.254,-52.254
SBIC, N/A, ITACOATIARA,-3.127,-58.481
SBIH, N/A, ITAITUBA,-4.242,-56.001
SBIL, IOS, ILHEUS,-14.816,-39.033
SBIP, IPN, USIMINAS,-19.471,-42.488
SBIT, N/A, HIDROELETRICA,-18.444,-49.213
SBIZ, IMP, IMPERATRIZ,-5.531,-47.46
SBJA, RIJ, N/A,0.0,0.0
SBJC, N/A, JULIO CESAR,-1.414,-48.461
SBJF, JDF, FRANCISCO DE ASSIS,-21.791,-43.387
SBJP, JPA, INTL. PRES. CASTRO PINTO,-7.27,-35.896
SBJR, N/A, N/A,0.0,0.0
SBJV, JOI, JOINVILLE,-26.225,-48.797
SBKG, CPV, N/A,0.0,0.0
SBKP, VCP, VIRACOPOS,-23.008,-47.134
SBLJ, N/A, LAGES,-27.782,-50.281
SBLN, LIP, LINS,-21.664,-49.73
SBLO, LDB, LONDRINA,-23.334,-51.13
SBLP, LAZ, BOM JESUS DA LAPA,-13.262,-43.408
SBLS, N/A, LAGOA SANTA,-19.661,-43.896
SBMA, MAB, MARABA,-5.368,-49.138
SBMD, N/A, MONTE DOURADO,-0.89,-52.602
SBMG, MGF, MARINGA,-23.44,-51.907
SBMK, MOC, MONTES CLAROS,-16.707,-43.819
SBML, N/A, MARILIA,-22.197,-49.926
SBMN, N/A, PONTA PELADA,-3.146,-59.986
SBMO, MCZ, ZUMBI DOS PALMARES,-9.51,-35.793
SBMQ, MCP, MACAPA,0.051,-51.072
SBMR, N/A, N/A,0.0,0.0
SBMS, N/A, DIX SEPT ROSADO,-5.202,-37.364
SBMT, N/A, MARTE,-23.509,-46.638
SBMY, N/A, MANICORE,-5.811,-61.279
SBNF, NVT, NAVEGANTES ITAJAI,-26.88,-48.651
SBNM, GEL, SANTO ANGELO,-28.282,-54.169
SBNT, NAT, AUGUSTO SEVERO,-5.911,-35.248
SBOI, N/A, OIAPOQUE,3.855,-51.797
SBOU, OUS, N/A,0.0,0.0
SBPA, POA, SALGADO FILHO,-29.994,-51.171
SBPB, N/A, PARNAIBA,-2.894,-41.732
SBPC, POO, POCOS DE CALDAS,-21.843,-46.568
SBPF, PFB, LAURO KURTZ,-28.244,-52.326
SBPG, N/A, N/A,0.0,0.0
SBPI, N/A, N/A,0.0,0.0
SBPK, PET, PELOTAS,-31.718,-52.328
SBPL, PNZ, PETROLINA,-9.364,-40.564
SBPN, PNB, PORTO NACIONAL,-10.719,-48.4
SBPP, PMG, PONTA PORA,-22.549,-55.703
SBPT, N/A, N/A,0.0,0.0
SBPV, PVH, GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA,-8.709,-63.902
SBPW, N/A, N/A,0.0,0.0
SBQV, N/A, VITORIA DA CONQUISTA,-14.862,-40.863
SBRB, RBR, PRESIDENTE MEDICI,-9.869,-67.894
SBRF, REC, GUARARAPES,-8.126,-34.923
SBRG, RIG, RIO GRANDE,-32.083,-52.166
SBRJ, SDU, SANTOS DUMONT,-22.91,-43.163
SBRP, RAO, LEITE LOPES,-21.134,-47.774
SBRQ, N/A, N/A,0.0,0.0
SBSA, N/A, N/A,0.0,0.0
SBSC, STU, SANTA CRUZ,-22.932,-43.719
SBSI, IGU, N/A,0.0,0.0
SBSJ, SJK, SAO JOSE DOS CAMPOS,-23.229,-45.861
SBSL, SLZ, MARECHAL CUNHA MACHADO,-2.589,-44.236
SBSM, STM, SANTA MARIA,-29.711,-53.688
SBSP, CGH, CONGONHAS,-23.627,-46.655
SBSR, SJP, SAO JOSE DO RIO PRETO,-20.816,-49.406
SBST, SSZ, SANTOS AIR BASE,-23.925,-46.288
SBSV, SSA, DEPUTADO LUIS EDUARDO MAGALHAES,-12.911,-38.331
SBSY, N/A, N/A,0.0,0.0
SBTB, N/A, TROMBETAS,-1.489,-56.397
SBTE, THE, SENADOR PETRONIO PORTELLA,-5.06,-42.823
SBTF, TFF, TEFE,-3.383,-64.724
SBTK, N/A, TARAUACA,-8.155,-70.783
SBTL, N/A, TELEMACO BORBA,-24.317,-50.651
SBTS, N/A, TIRIOS,2.223,-55.946
SBTT, TBT, TABATINGA,-4.256,-69.936
SBTU, TUR, TUCURUI,-3.785,-49.719
SBUA, N/A, SAO GABRIEL DA CACHOEIRA,-0.148,-66.986
SBUF, PAV, PAULO AFONSO,-9.401,-38.251
SBUG, URG, RUBEM BERTA,-29.782,-57.038
SBUL, UDI, UBERLANDIA,-18.883,-48.226
SBUP, N/A, URUBUPUNGA,-20.777,-51.565
SBUR, UBA, UBERABA,-19.765,-47.965
SBVG, VAG, MAJOR BRIGADEIRO TROMPOWSKY,-21.59,-45.473
SBVH, BVH, VILHENA,-12.694,-60.098
SBVT, VIX, GOIABEIRAS,-20.256,-40.289
SBXG, BPG, N/A,0.0,0.0
SBYA, N/A, IAUARETE,0.607,-69.186
SBYS, QPS, CAMPO FONTENELLE,-21.985,-47.338
SCAC, ZUD, PUPELDE,-41.906,-73.797
SCAP, WAP, ALTO PALENA,-43.615,-71.807
SCAR, ARI, CHACALLUTA,-18.348,-70.339
SCBA, BBA, BALMACEDA,-45.916,-71.689
SCBQ, N/A, EL BOSQUE,-33.562,-70.688
SCCC, CCH, CHILE CHICO,-46.582,-71.698
SCCF, CJC, EL LOA,-22.499,-68.904
SCCH, N/A, GENERAL BERNARDO O HIGGINS,-36.583,-72.032
SCCI, PUQ, CARLOS IBANEZ DEL CAMPO INTERNATIONAL,-53.003,-70.855
SCCY, GXQ, TENIENTE VIDAL,-45.594,-72.106
SCDA, IQQ, DIEGO ARACENA INTERNATIONAL,-20.535,-70.181
SCEL, SCL, ARTURO MERINO BENITEZ INTERNATIONAL,-33.393,-70.786
SCFA, ANF, CERRO MORENO INTERNATIONAL,-23.444,-70.445
SCFM, N/A, CAPITAN FUENTES MARTINEZ,-53.254,-70.319
SCFT, N/A, N/A,0.0,0.0
SCGE, LSQ, MARIA DOLORES,-37.402,-72.426
SCGZ, N/A, GUARDIAMARINA ZANARTU,-54.931,-67.626
SCHA, CPO, CHAMONATE,-27.296,-70.414
SCIC, N/A, GENERAL FREIRE,-34.967,-71.217
SCIE, CCP, CARRIEL SUR INTERNATIONAL,-36.773,-73.063
SCIP, IPC, MATAVERI INTERNATIONAL,-27.165,-109.422
SCJO, ZOS, CANAL BAJO CARLOS HOTT SIEBERT,-40.611,-73.06
SCLL, N/A, VALLENAR,-28.598,-70.759
SCON, N/A, N/A,0.0,0.0
SCRD, N/A, N/A,0.0,0.0
SCRG, N/A, DE LA INDEPENDENCIA,-34.174,-70.776
SCRM, N/A, TENIENTE RODOLFO MARSH MARTIN,-62.191,-58.987
SCSE, LSC, LA FLORIDA,-29.916,-71.191
SCSN, N/A, SANTO DOMINGO,-33.657,-71.616
SCSR, N/A, N/A,0.0,0.0
SCST, N/A, GAMBOA,-42.491,-73.774
SCTB, N/A, EULOGIO SANCHEZ,-33.456,-70.547
SCTC, ZCO, MAQUEHUE,-38.769,-72.636
SCTE, PMC, EL TEPUAL INTERNATIONAL,-41.439,-73.094
SCTI, ULC, LOS CERRILLOS,-33.493,-70.698
SCTN, WCH, CHAITEN,-42.933,-72.699
SCVD, ZAL, PICHOY,-39.65,-73.086
SCZP, N/A, N/A,0.0,0.0
SEAG, N/A, N/A,0.0,0.0
SEAM, ATF, CHACHOAN,-1.212,-78.574
SEAN, N/A, N/A,0.0,0.0
SEAO, N/A, N/A,0.0,0.0
SEAP, N/A, N/A,0.0,0.0
SEAR, N/A, N/A,0.0,0.0
SEAS, N/A, N/A,0.0,0.0
SEAV, N/A, N/A,0.0,0.0
SEAY, N/A, N/A,0.0,0.0
SEBC, N/A, N/A,0.0,0.0
SEBF, N/A, N/A,0.0,0.0
SEBG, N/A, N/A,0.0,0.0
SEBH, N/A, N/A,0.0,0.0
SEBT, N/A, N/A,0.0,0.0
SECA, N/A, N/A,0.0,0.0
SECC, N/A, N/A,0.0,0.0
SECD, N/A, N/A,0.0,0.0
SECE, N/A, N/A,0.0,0.0
SECF, N/A, N/A,0.0,0.0
SECG, N/A, N/A,0.0,0.0
SECH, N/A, N/A,0.0,0.0
SECI, N/A, N/A,0.0,0.0
SECM, N/A, HACIENDA CLEMENTINA,-1.706,-79.379
SECN, N/A, N/A,0.0,0.0
SECO, OCC, FRANCISCO DE ORELLANA,-0.463,-76.986
SECP, N/A, N/A,0.0,0.0
SECQ, N/A, N/A,0.0,0.0
SECR, N/A, N/A,0.0,0.0
SECU, CUE, MARISCAL LAMAR,-2.889,-78.984
SECV, N/A, N/A,0.0,0.0
SECY, N/A, N/A,0.0,0.0
SEEP, N/A, N/A,0.0,0.0
SEES, ESM, N/A,0.0,0.0
SEGE, N/A, N/A,0.0,0.0
SEGH, N/A, N/A,0.0,0.0
SEGM, N/A, N/A,0.0,0.0
SEGS, GPS, SEYMOUR,-0.454,-90.266
SEGU, GYE, SIMON BOLIVAR INTERNATIONAL,-2.158,-79.884
SEGZ, N/A, GUALAQUIZA,-3.423,-78.573
SEHA, N/A, N/A,0.0,0.0
SEHI, N/A, N/A,0.0,0.0
SEHJ, N/A, N/A,0.0,0.0
SEIB, N/A, ATAHUALPA,0.338,-78.136
SEIC, N/A, N/A,0.0,0.0
SEIS, N/A, N/A,0.0,0.0
SEIZ, N/A, N/A,0.0,0.0
SEJ, N/A, N/A,0.0,0.0
SEJC, N/A, N/A,0.0,0.0
SEJI, N/A, N/A,0.0,0.0
SEKK, N/A, N/A,0.0,0.0
SEKO, N/A, N/A,0.0,0.0
SELA, LGQ, LAGO AGRIO,0.092,-76.869
SELH, N/A, N/A,0.0,0.0
SELI, N/A, N/A,0.0,0.0
SELJ, N/A, HACIENDA LA JULIA,-1.704,-79.552
SELM, N/A, LOMA LARGA,-1.501,-79.481
SELN, N/A, N/A,0.0,0.0
SELO, LOH, N/A,0.0,0.0
SELP, N/A, N/A,0.0,0.0
SELR, N/A, N/A,0.0,0.0
SELS, N/A, N/A,0.0,0.0
SELT, N/A, COTOPAXI INTERNATIONAL,-0.907,-78.616
SELY, N/A, N/A,0.0,0.0
SELZ, N/A, N/A,0.0,0.0
SEMA, N/A, J M VELASCO IBARRA,-4.38,-79.941
SEMC, XMS, MACAS,-2.299,-78.121
SEMD, N/A, N/A,0.0,0.0
SEME, N/A, N/A,0.0,0.0
SEMF, N/A, N/A,0.0,0.0
SEMG, N/A, N/A,0.0,0.0
SEMH, MCH, GENERAL SERRANO,-3.269,-79.962
SEMI, N/A, N/A,0.0,0.0
SEML, N/A, N/A,0.0,0.0
SEMN, N/A, N/A,0.0,0.0
SEMO, N/A, EL CARMEN,-2.067,-76.975
SEMP, N/A, N/A,0.0,0.0
SEMR, N/A, N/A,0.0,0.0
SEMS, N/A, N/A,0.0,0.0
SEMT, MEC, ELOY ALFARO INTERNATIONAL,-0.946,-80.678
SEMX, N/A, MARAGROSA,-2.851,-79.804
SEMY, N/A, MARTINICA,-1.74,-79.622
SENA, N/A, N/A,0.0,0.0
SENC, N/A, N/A,0.0,0.0
SENI, N/A, N/A,0.0,0.0
SENR, N/A, N/A,0.0,0.0
SENV, N/A, N/A,0.0,0.0
SEOL, N/A, N/A,0.0,0.0
SEOT, N/A, N/A,0.0,0.0
SEOV, N/A, N/A,0.0,0.0
SEOY, N/A, N/A,0.0,0.0
SEPA, N/A, N/A,0.0,0.0
SEPB, N/A, N/A,0.0,0.0
SEPD, N/A, PEDERNALES,0.073,-80.052
SEPE, N/A, N/A,0.0,0.0
SEPJ, N/A, N/A,0.0,0.0
SEPL, N/A, N/A,0.0,0.0
SEPN, N/A, N/A,0.0,0.0
SEPO, N/A, N/A,0.0,0.0
SEPP, N/A, N/A,0.0,0.0
SEPQ, N/A, N/A,0.0,0.0
SEPR, N/A, N/A,0.0,0.0
SEPS, N/A, N/A,0.0,0.0
SEPT, N/A, N/A,0.0,0.0
SEPU, N/A, N/A,0.0,0.0
SEPV, PVO, REALES TAMARINDOS,-1.041,-80.472
SEPX, N/A, N/A,0.0,0.0
SEQE, N/A, N/A,0.0,0.0
SEQU, UIO, MARISCAL SUCRE INTERNATIONAL,-0.141,-78.488
SERA, N/A, N/A,0.0,0.0
SERB, N/A, CHIMBORAZO,-1.654,-78.656
SERH, N/A, N/A,0.0,0.0
SERO, N/A, VICTOR LARREA,-3.435,-79.978
SERR, N/A, N/A,0.0,0.0
SERT, N/A, N/A,0.0,0.0
SERY, N/A, N/A,0.0,0.0
SESA, SNC, GENERAL ULPIANO PAEZ,-2.205,-80.989
SESC, N/A, N/A,0.0,0.0
SESD, N/A, SANTO DOMINGO LOS COLORADOS,-0.248,-79.214
SESE, N/A, N/A,0.0,0.0
SESF, N/A, N/A,0.0,0.0
SESH, N/A, N/A,0.0,0.0
SESI, N/A, N/A,0.0,0.0
SESL, N/A, N/A,0.0,0.0
SESN, N/A, N/A,0.0,0.0
SESO, N/A, N/A,0.0,0.0
SEST, N/A, SAN CRISTOBAL,-0.91,-89.616
SESU, N/A, N/A,0.0,0.0
SESX, N/A, N/A,0.0,0.0
SESY, N/A, N/A,0.0,0.0
SESZ, N/A, N/A,0.0,0.0
SETA, N/A, TAURA,-2.261,-79.689
SETB, N/A, N/A,0.0,0.0
SETE, N/A, MAYOR GALO TORRES,-0.987,-77.819
SETG, N/A, N/A,0.0,0.0
SETH, N/A, N/A,0.0,0.0
SETI, N/A, N/A,0.0,0.0
SETL, N/A, N/A,0.0,0.0
SETO, N/A, N/A,0.0,0.0
SETR, TPC, TARAPOA,-0.123,-76.337
SETT, N/A, N/A,0.0,0.0
SETU, TUA, EL ROSAL TENIENTE MANTILLA,0.809,-77.708
SEVC, N/A, N/A,0.0,0.0
SEVI, N/A, N/A,0.0,0.0
SEVR, N/A, N/A,0.0,0.0
SEYA, N/A, N/A,0.0,0.0
SEZA, N/A, N/A,0.0,0.0
SEZP, N/A, N/A,0.0,0.0
SFAL, N/A, STANLEY,-51.686,-57.777
SGAS, ASU, SILVIO PETTIROSSI INTERNATIONAL,-25.24,-57.519
SGAY, N/A, JUAN DE AYOLAS,-27.371,-56.854
SGCO, N/A, TENIENTE COL CARMELO PERALTA,-23.442,-57.427
SGEN, N/A, N/A,0.0,0.0
SGFI, N/A, FILADELFIA,-22.36,-60.054
SGGR, N/A, N/A,0.0,0.0
SGIB, N/A, ITAIPU,-25.407,-54.619
SGLV, N/A, N/A,0.0,0.0
SGME, N/A, DR LUIS MARIA ARGANA INTERNATIONAL,-22.045,-60.622
SGNA, N/A, N/A,0.0,0.0
SGOL, N/A, N/A,0.0,0.0
SGPI, N/A, CARLOS MIGUEL JIMENEZ,-26.881,-58.318
SGPS, N/A, N/A,0.0,0.0
SHCR, N/A, N/A,0.0,0.0
SKAR, AXM, EL EDEN,4.454,-75.765
SKAS, PUU, TRES DE MAYO,0.505,-76.501
SKBC, N/A, LAS FLORES,9.045,-73.975
SKBG, BGA, PALONEGRO,7.126,-73.185
SKBO, BOG, ELDORADO INTERNATIONAL,4.701,-74.147
SKBQ, BAQ, ERNESTO CORTISSOZ,10.889,-74.781
SKBS, BSC, JOSE CELESTINO MUTIS,6.203,-77.394
SKBU, BUN, GERARDO TOBAR LOPEZ,3.819,-76.99
SKCC, CUC, CAMILO DAZA,7.928,-72.511
SKCD, COG, MANDINGA,5.072,-76.676
SKCG, CTG, RAFAEL NUNEZ,10.442,-75.513
SKCL, CLO, ALFONSO BONILLA ARAGON INTERNATIONAL,3.543,-76.381
SKCO, TCO, LA FLORIDA,1.814,-78.749
SKCZ, CZU, LAS BRUJAS,9.332,-75.286
SKEJ, EJA, YARIGUIES,7.024,-73.807
SKFL, FLA, GUSTAVO ARTUNDUAGA PAREDES,1.59,-75.564
SKFX, N/A, N/A,0.0,0.0
SKGI, N/A, SANTIAGO VILA,4.276,-74.797
SKGO, N/A, SANTA ANA,4.758,-75.956
SKGP, GPI, GUAPI,2.57,-77.898
SKGY, N/A, GUAYMARAL,4.812,-74.065
SKIB, IBE, PERALES,4.421,-75.133
SKIP, IPI, SAN LUIS,0.862,-77.672
SKLC, N/A, ANTONIO ROLDAN BETANCOURT,7.812,-76.716
SKLM, N/A, LA MINA,11.232,-72.49
SKLT, LET, ALFREDO VASQUEZ COBO,-4.193,-69.943
SKMD, EOH, OLAYA HERRERA,6.22,-75.591
SKMG, MGN, BARACOA,9.283,-74.839
SKMR, MTR, LOS GARZONES,8.824,-75.826
SKMU, MVP, FABIO ALBERTO LEON BENTLEY,1.254,-70.234
SKMZ, MZL, LA NUBIA,5.03,-75.465
SKNV, NVA, BENITO SALAS,2.95,-75.294
SKOC, OCV, AGUAS CLARAS,8.315,-73.358
SKOT, OTU, OTU,7.01,-74.715
SKPB, N/A, PUERTO BOLIVAR,12.221,-71.985
SKPC, PCR, PUERTO CARRENO,6.184,-67.493
SKPE, PEI, MATECANA,4.813,-75.739
SKPI, N/A, PITALITO,1.858,-76.086
SKPP, PPN, GUILLERMO LEON VALENCIA,2.454,-76.61
SKPS, PSO, ANTONIO NARINO,1.396,-77.291
SKPV, PVA, EL EMBRUJO,13.357,-81.358
SKQU, N/A, MARIQUITA,5.213,-74.884
SKRG, MDE, JOSE MARIA CORDOVA,6.164,-75.423
SKRH, RCH, ALMIRANTE PADILLA,11.526,-72.926
SKSA, RVE, LOS COLONIZADORES,6.958,-71.855
SKSJ, SJE, JORGE E GONZALEZ TORRES,2.579,-72.639
SKSM, SMR, SIMON BOLIVAR,11.119,-74.231
SKSP, ADZ, GUSTAVO ROJAS PINILLA,12.583,-81.711
SKSV, SVI, EDUARDO FALLA SOLANO,2.152,-74.766
SKTD, TDA, TRINIDAD,5.43,-71.658
SKTM, TME, TAME,6.451,-71.76
SKTU, TRB, GONZALO MEJIA,8.074,-76.741
SKUC, AUC, SANTIAGO PEREZ,7.069,-70.737
SKUI, UIB, EL CARANO,5.691,-76.641
SKUL, ULQ, FARFAN,4.088,-76.235
SKVP, VUP, ALFONSO LOPEZ PUMAREJO,10.435,-73.249
